Название;ID;Результат;Sprite;Источник наследования;Файл;Найденные модели
САУ на базе тяжелой бронемашины 1;sp_artillery_imv_heavy_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_0.txt;[]
РСЗО на базе тяжелой бронемашины 1;sp_mlrs_imv_heavy_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_0.txt;[]
ТОС на базе тяжелой бронемашины 1;sp_tos_imv_heavy_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_0.txt;[]
Тяжёлая бронемашина 2;imv_heavy_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_1.txt;[]
ЗРК на базе тяжелой бронемашины 2;sp_aa_imv_heavy_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_1.txt;[]
Мобильная установка с ПТУР на базе тяжелой бронемашины 2;sp_atgm_imv_heavy_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_1.txt;[]
САУ на базе тяжелой бронемашины 2;sp_artillery_imv_heavy_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_1.txt;[]
РСЗО на базе тяжелой бронемашины 2;sp_mlrs_imv_heavy_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_1.txt;[]
ТОС на базе тяжелой бронемашины 2;sp_tos_imv_heavy_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_1.txt;[]
Тяжёлая бронемашина 3;imv_heavy_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_2.txt;[]
ЗРК на базе тяжелой бронемашины 3;sp_aa_imv_heavy_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_2.txt;[]
Мобильная установка с ПТУР на базе тяжелой бронемашины 3;sp_atgm_imv_heavy_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_2.txt;[]
САУ на базе тяжелой бронемашины 3;sp_artillery_imv_heavy_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_2.txt;[]
РСЗО на базе тяжелой бронемашины 3;sp_mlrs_imv_heavy_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_2.txt;[]
ТОС на базе тяжелой бронемашины 3;sp_tos_imv_heavy_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_2.txt;[]
Тяжёлая бронемашина 4;imv_heavy_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_3.txt;[]
ЗРК на базе тяжелой бронемашины 4;sp_aa_imv_heavy_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_3.txt;[]
Мобильная установка с ПТУР на базе тяжелой бронемашины 4;sp_atgm_imv_heavy_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_3.txt;[]
САУ на базе тяжелой бронемашины 4;sp_artillery_imv_heavy_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_3.txt;[]
РСЗО на базе тяжелой бронемашины 4;sp_mlrs_imv_heavy_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_3.txt;[]
ТОС на базе тяжелой бронемашины 4;sp_tos_imv_heavy_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_3.txt;[]
Тяжёлая бронемашина 5;imv_heavy_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_4.txt;[]
ЗРК на базе тяжелой бронемашины 5;sp_aa_imv_heavy_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_4.txt;[]
Мобильная установка с ПТУР на базе тяжелой бронемашины 5;sp_atgm_imv_heavy_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_4.txt;[]
САУ на базе тяжелой бронемашины 5;sp_artillery_imv_heavy_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_4.txt;[]
РСЗО на базе тяжелой бронемашины 5;sp_mlrs_imv_heavy_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_4.txt;[]
ТОС на базе тяжелой бронемашины 5;sp_tos_imv_heavy_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_heavy_4.txt;[]
Лёгкая бронемашина 1;imv_light_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_0.txt;[]
ЗРК на базе легкой бронемашины 1;sp_aa_imv_light_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_0.txt;[]
Мобильная установка с ПТУР на базе легкой бронемашины 1;sp_atgm_imv_light_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_0.txt;[]
САУ на базе легкой бронемашины 1;sp_artillery_imv_light_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_0.txt;[]
РСЗО на базе легкой бронемашины 1;sp_mlrs_imv_light_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_0.txt;[]
ТОС на базе легкой бронемашины 1;sp_tos_imv_light_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_0.txt;[]
Лёгкая бронемашина 2;imv_light_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_1.txt;[]
ЗРК на базе легкой бронемашины 2;sp_aa_imv_light_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_1.txt;[]
Мобильная установка с ПТУР на базе легкой бронемашины 2;sp_atgm_imv_light_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_1.txt;[]
САУ на базе легкой бронемашины 2;sp_artillery_imv_light_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_1.txt;[]
РСЗО на базе легкой бронемашины 2;sp_mlrs_imv_light_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_1.txt;[]
ТОС на базе легкой бронемашины 2;sp_tos_imv_light_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_1.txt;[]
Лёгкая бронемашина 3;imv_light_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_2.txt;[]
ЗРК на базе легкой бронемашины 3;sp_aa_imv_light_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_2.txt;[]
Мобильная установка с ПТУР на базе легкой бронемашины 3;sp_atgm_imv_light_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_2.txt;[]
САУ на базе легкой бронемашины 3;sp_artillery_imv_light_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_2.txt;[]
РСЗО на базе легкой бронемашины 3;sp_mlrs_imv_light_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_2.txt;[]
ТОС на базе легкой бронемашины 3;sp_tos_imv_light_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_2.txt;[]
Лёгкая бронемашина 4;imv_light_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_3.txt;[]
ЗРК на базе легкой бронемашины 4;sp_aa_imv_light_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_3.txt;[]
Мобильная установка с ПТУР на базе легкой бронемашины 4;sp_atgm_imv_light_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_3.txt;[]
САУ на базе легкой бронемашины 4;sp_artillery_imv_light_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_3.txt;[]
РСЗО на базе легкой бронемашины 4;sp_mlrs_imv_light_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_3.txt;[]
ТОС на базе легкой бронемашины 4;sp_tos_imv_light_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_3.txt;[]
Лёгкая бронемашина 5;imv_light_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_4.txt;[]
ЗРК на базе легкой бронемашины 5;sp_aa_imv_light_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_4.txt;[]
Мобильная установка с ПТУР на базе легкой бронемашины 5;sp_atgm_imv_light_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_4.txt;[]
САУ на базе легкой бронемашины 5;sp_artillery_imv_light_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_4.txt;[]
РСЗО на базе легкой бронемашины 5;sp_mlrs_imv_light_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_4.txt;[]
ТОС на базе легкой бронемашины 5;sp_tos_imv_light_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_light_4.txt;[]
Бронемашина 1;imv_medium_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_0.txt;[]
ЗРК на базе бронемашины 1;sp_aa_imv_medium_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_0.txt;[]
Мобильная установка с ПТУР на базе бронемашины 1;sp_atgm_imv_medium_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_0.txt;[]
САУ на базе легкой бронемашины 1;sp_artillery_imv_medium_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_0.txt;[]
РСЗО на базе бронемашины 1;sp_mlrs_imv_medium_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_0.txt;[]
ТОС на базе бронемашины 1;sp_tos_imv_medium_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_0.txt;[]
Бронемашина 2;imv_medium_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_1.txt;[]
ЗРК на базе бронемашины 2;sp_aa_imv_medium_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_1.txt;[]
Мобильная установка с ПТУР на базе бронемашины 2;sp_atgm_imv_medium_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_1.txt;[]
САУ на базе легкой бронемашины 2;sp_artillery_imv_medium_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_1.txt;[]
РСЗО на базе бронемашины 2;sp_mlrs_imv_medium_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_1.txt;[]
ТОС на базе бронемашины 2;sp_tos_imv_medium_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_1.txt;[]
Бронемашина 3;imv_medium_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_2.txt;[]
ЗРК на базе бронемашины 3;sp_aa_imv_medium_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_2.txt;[]
Мобильная установка с ПТУР на базе бронемашины 3;sp_atgm_imv_medium_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_2.txt;[]
САУ на базе легкой бронемашины 3;sp_artillery_imv_medium_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_2.txt;[]
РСЗО на базе бронемашины 3;sp_mlrs_imv_medium_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_2.txt;[]
ТОС на базе бронемашины 3;sp_tos_imv_medium_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_2.txt;[]
Бронемашина 4;imv_medium_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_3.txt;[]
ЗРК на базе бронемашины 4;sp_aa_imv_medium_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_3.txt;[]
Мобильная установка с ПТУР на базе бронемашины 4;sp_atgm_imv_medium_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_3.txt;[]
САУ на базе легкой бронемашины 4;sp_artillery_imv_medium_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_3.txt;[]
РСЗО на базе бронемашины 4;sp_mlrs_imv_medium_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_3.txt;[]
ТОС на базе бронемашины 4;sp_tos_imv_medium_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_3.txt;[]
Бронемашина 5;imv_medium_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_4.txt;[]
ЗРК на базе бронемашины 5;sp_aa_imv_medium_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_4.txt;[]
Мобильная установка с ПТУР на базе бронемашины 5;sp_atgm_imv_medium_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_4.txt;[]
САУ на базе легкой бронемашины 5;sp_artillery_imv_medium_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_4.txt;[]
РСЗО на базе бронемашины 5;sp_mlrs_imv_medium_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_4.txt;[]
ТОС на базе бронемашины 5;sp_tos_imv_medium_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_medium_4.txt;[]
M19;usa_m19_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
M29;usa_m29_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
M224;usa_m224_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
M120;usa_m120_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
Ordnance SBML 2-inch mortar;eng_sbml2inch_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
L16;eng_l16_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
8-cm s.Gr.W.34;ger_grw34_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
120 Krh/40;ger_120krh40_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
RSG60;ger_rsg60_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
Brandt Mle 27/31;fra_brandt2731_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
MO-120-RT;fra_mo120rt_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_nto.txt;[]
M-98;mortar_M98_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_pol.txt;[]
LM-60;mortar_LM60_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_pol.txt;[]
LMP-2017;mortar_LMP2017_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_pol.txt;[]
Миномёт ВМВ;mortar_sov_ww2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_sov.txt;[]
2Б9 Василёк;mortar_2b9_vasilyok_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_sov.txt;[]
2Б11;mortar_2b11_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_sov.txt;[]
2Б14 Поднос;mortar_2b14_podnos_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_sov.txt;[]
2Б24 Поднос;mortar_2b24_podnos_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_sov.txt;[]
"2Б25 \""Галл\""";mortar_2b25_gall_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_sov.txt;[]
М120-15 «Молот»;infantry_mortar_m12015molot_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_ukr.txt;[]
УПИК-82;infantry_mortar_ypik82_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_ukr.txt;[]
МП-120;infantry_mortar_mp120_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mortar_equipments_ukr.txt;[]
Моторизованное снаряжение;motorized_equipment_1;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_motorized.txt;[]
Гусеничная машина 1;mrv_tracked_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_0.txt;[]
ЗРК на базе гусенечной машины 1;sp_aa_mrv_tracked_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_0.txt;[]
Мобильная установка с ПТУР на базе гусенечной машины 1;sp_atgm_mrv_tracked_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_0.txt;[]
САУ на базе гусенечной машины 1;sp_artillery_mrv_tracked_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_0.txt;[]
Тяжелая САУ на базе гусенечной машины 1;sp_heavy_artillery_mrv_tracked_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_0.txt;[]
РСЗО на базе гусенечной машины 1;sp_mlrs_mrv_tracked_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_0.txt;[]
ТОС на базе гусенечной машины 1;sp_tos_mrv_tracked_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_0.txt;[]
Гусеничная машина 2;mrv_tracked_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_1.txt;[]
ЗРК на базе гусенечной машины 2;sp_aa_mrv_tracked_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_1.txt;[]
Мобильная установка с ПТУР на базе гусенечной машины 2;sp_atgm_mrv_tracked_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_1.txt;[]
САУ на базе гусенечной машины 2;sp_artillery_mrv_tracked_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_1.txt;[]
Тяжелая САУ на базе гусенечной машины 2;sp_heavy_artillery_mrv_tracked_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_1.txt;[]
РСЗО на базе гусенечной машины 2;sp_mlrs_mrv_tracked_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_1.txt;[]
ТОС на базе гусенечной машины 2;sp_tos_mrv_tracked_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_1.txt;[]
Гусеничная машина 3;mrv_tracked_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_2.txt;[]
ЗРК на базе гусенечной машины 3;sp_aa_mrv_tracked_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_2.txt;[]
Мобильная установка с ПТУР на базе гусенечной машины 3;sp_atgm_mrv_tracked_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_2.txt;[]
САУ на базе гусенечной машины 3;sp_artillery_mrv_tracked_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_2.txt;[]
Тяжелая САУ на базе гусенечной машины 3;sp_heavy_artillery_mrv_tracked_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_2.txt;[]
РСЗО на базе гусенечной машины 3;sp_mlrs_mrv_tracked_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_2.txt;[]
ТОС на базе гусенечной машины 3;sp_tos_mrv_tracked_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_2.txt;[]
Гусеничная машина 4;mrv_tracked_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_3.txt;[]
ЗРК на базе гусенечной машины 4;sp_aa_mrv_tracked_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_3.txt;[]
Мобильная установка с ПТУР на базе гусенечной машины 4;sp_atgm_mrv_tracked_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_3.txt;[]
САУ на базе гусенечной машины 4;sp_artillery_mrv_tracked_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_3.txt;[]
Тяжелая САУ на базе гусенечной машины 4;sp_heavy_artillery_mrv_tracked_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_3.txt;[]
РСЗО на базе гусенечной машины 4;sp_mlrs_mrv_tracked_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_3.txt;[]
ТОС на базе гусенечной машины 4;sp_tos_mrv_tracked_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_3.txt;[]
Гусеничная машина 5;mrv_tracked_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_4.txt;[]
ЗРК на базе гусенечной машины 5;sp_aa_mrv_tracked_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_4.txt;[]
Мобильная установка с ПТУР на базе гусенечной машины 5;sp_atgm_mrv_tracked_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_4.txt;[]
САУ на базе гусенечной машины 5;sp_artillery_mrv_tracked_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_4.txt;[]
Тяжелая САУ на базе гусенечной машины 5;sp_heavy_artillery_mrv_tracked_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_4.txt;[]
РСЗО на базе гусенечной машины 5;sp_mlrs_mrv_tracked_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_4.txt;[]
ТОС на базе гусенечной машины 5;sp_tos_mrv_tracked_4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_tracked_4.txt;[]
Колёсный тягач 1;mrv_wheeled_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_0.txt;[]
ЗРК на базе колесного тягача 1;sp_aa_mrv_wheeled_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_0.txt;[]
Мобильная установка с ПТУР на базе колесного тягача 1;sp_atgm_mrv_wheeled_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_0.txt;[]
САУ на базе колесного тягача 1;sp_artillery_mrv_wheeled_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_0.txt;[]
